0,1,2,3
-0.2069806774550372,-1.4712158447564339,-1.029265971194415,-1.9665944940574918
-1.4311106846008106,-2.401397269693033,-2.338096117249552,-1.1910950238776692
1.0451097149617528,-0.3138833060535349,-0.7929198140610817,0.38501669772330155
-0.7547198157114697,-1.1649584572802354,-1.037892298636808,-1.5849604883511113
0.20556383075132448,-0.3079792456483649,-0.7948035605585454,-1.0714483682190512
-0.071334651989496,-1.0593233768982735,-0.9154211037550597,-1.9666088521430194
1.3061461698354901,0.5422506924179148,-0.5516611276967226,-0.05847413823480795
-1.4139417541204435,-1.5794846985328268,-1.742643697474969,-1.714187619078301
-0.071334651989496,-1.1644336957777925,-0.9154211037550597,-1.0714483682190512
-0.071334651989496,-1.0593233768982735,-0.9154211037550597,-1.2013529239336125
-0.071334651989496,-0.9536656084412521,-1.2735719161621113,-1.840726909091208
-1.0355502500974456,-1.3787935881402227,-1.9991582700157748,-1.8383908465390284
0.2092877184078321,-0.5183328283474208,-0.6751344404784164,-1.322066170438093
-0.071334651989496,-0.8446310318081003,-0.6751344404784164,-1.322066170438093
-0.21090727630112607,-0.6265383052337987,-1.0429841978125254,1.1564084779522334
-0.071334651989496,-1.0593126393674064,-0.55167627039306,-1.9665960593188963
0.3484272553009921,-0.6299843282256408,-0.5516892421643861,-1.3255130277554732
-0.7654538239785662,-1.4852718741693112,-1.0455635255565154,-1.96659635372543
1.4760135868025352,0.23555849126481443,-0.5516750176345562,-0.42387093549627547
-0.4813895387585362,-0.7406905254257984,-1.5093013736921086,-0.6775777552925092
7.229169860234627,0.6795193536169675,-2.2095629627846454,0.7124229515504398
-0.4345664030842977,-0.7775524774717703,-1.4011996292325617,-1.0609460847214518
-0.9247337804525478,-1.8949086930219339,-2.651803841521689,-0.6914811210772549
-2.3016191594700914,-3.302944884533114,-3.6592673774085154,-1.49033572859347
-0.5887323824004516,-1.0593095417018679,-1.1239687571112553,0.14589504634243602
-2.030624869877688,-0.639944815893788,-2.401007915289409,-1.0854067972572283
1.6918571264896112,0.39714243253809856,-0.6678278354674837,-0.23135787383981277
0.05993227893504016,-1.2586835891894133,-1.5743410101289046,-0.742828383031303
0.9762078655904305,0.4698091975310269,-1.335717465839074,-0.14478181127305412
1.2127292426557756,0.4323318627960437,-0.6626205102674416,0.8128840833718611
-0.5728177491811043,-0.6682470044552232,-0.8860981704850179,-1.5006757327547344
0.6880711434584589,-0.867474979044068,-0.5516704248417675,-0.3200168433940822
0.4277885223286574,-0.6774474528128872,-0.6610716975090349,0.027967815685429435
-0.3185693222229071,-0.7722371268645233,-1.3104240721856293,-1.3938565844044384
0.3012408569839131,-1.0593173785822223,-0.5516817653738136,0.26803282543967283
0.17533853134077548,-0.8705971594261128,-0.983254421282231,-0.8211227642581127
-0.31686576657831816,-1.0593173785822223,-0.9852553004469335,-1.2825638762659843
-0.071334651989496,-1.340420767167524,-0.9852553004469335,-1.2825638762659843
0.051995231860792475,-1.2467195191196325,-0.8768617795754468,-1.2841732331775644
-0.071334651989496,-0.6792461662586374,-0.8768617795754468,-1.2841732331775644
